System,teff,teffuerr,tefflerr,Pflag,lambdadeg,lambdadeguerr,lambdadeglerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,TIC,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_mass,st_massuerr,st_masslerr,st_vsin,st_vsinuerr,st_vsinlerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
WASP-085,5685,65,65,n,0.0,14.0,14.0,-999.0,-999.0,-999.0,Mocnik_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M,0.0,14.0,14.0,0,SFNG,TIC 380619414,n,SC,2.6556777,4.4e-07,4.4e-07,0.0,,,0.039,0.001,0.001,89.69,0.11,0.03,1.265,0.065,0.065,1.24,0.03,0.03,0.136814,3.7e-05,3.7e-05,7.834,0.09,0.108,0.047,0.005,0.018,2.59584,0.00144,0.00048,1.09,0.08,0.08,,,,0.935,0.023,0.023,0.118,0.019,0.019,4.48,0.11,0.11,,,
WASP-085,5685,65,65,y,-16.2,2.9,2.9,-999.0,-999.0,-999.0,Jiang_et_al._(2023),https://ui.adsabs.harvard.edu/abs/arXiv:2307.09577,16.2,2.9,2.9,0,SFNG,TIC 380619414,y,RM,2.6556777,4.4e-07,4.4e-07,0.0,,,0.039,0.001,0.001,89.69,0.11,0.03,1.265,0.065,0.065,1.24,0.03,0.03,0.136814,3.7e-05,3.7e-05,7.834,0.09,0.108,0.047,0.005,0.018,2.59584,0.00144,0.00048,1.09,0.08,0.08,,,,0.935,0.023,0.023,0.118,0.019,0.019,4.48,0.11,0.11,,,
WASP-087,6450,120,120,y,-8.0,11.0,11.0,-999.0,-999.0,-999.0,Addison_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,8.0,11.0,11.0,0,NG,TIC 15445551,y,RM,1.682795,1.9e-06,1.9e-06,0.0,,,0.02946,0.00075,0.00075,81.07,0.63,0.63,2.18,0.15,0.15,1.385,0.06,0.06,0.08746,0.00074,0.00074,3.89,0.49,0.42,0.604,0.028,0.028,3.0314666,0.0163657,0.0163657,1.204,0.093,0.093,9.9,0.6,0.6,1.627,0.062,0.062,,,,4.32,0.21,0.21,,,
WASP-091,4920,80,80,y,-11.1,20.0,20.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,11.1,20.0,20.0,0,,TIC 238176110,y,RM,2.798581,3e-06,3e-06,0.0,,,0.037,0.001,0.001,86.8,0.4,0.4,1.34,0.08,0.08,1.03,0.04,0.04,0.1225,0.0012,0.0012,9.1,0.3,0.3,0.51,0.04,0.04,2.3424,0.0192,0.0192,0.84,0.07,0.07,2.4,0.4,0.4,0.86,0.03,0.03,0.19,0.13,0.13,4.3,0.2,0.2,,,
WASP-094,6170,80,80,n,151.0,16.0,23.0,-999.0,-999.0,-999.0,Neveu-VanMalle_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A%26A...572A..49N,151.0,16.0,23.0,0,SNG,TIC 92352620,y,RM,3.95019,4e-06,4e-06,0.0,,,0.055,0.001,0.001,88.7,0.7,0.7,0.5,0.13,0.13,1.58,0.13,0.13,0.1094,0.0008,0.0008,8.44,0.84,0.84,0.17,0.09,0.08,4.488,0.0216,0.0168,1.67,0.64,0.64,4.2,0.5,0.5,1.48,0.12,0.12,0.26,,,4.27,0.07,0.07,2.7,0.6,0.6
WASP-094,6170,80,80,y,123.0,3.0,3.0,-999.0,-999.0,-999.0,Ahrer_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.2749A,123.0,3.0,3.0,0,SNG,TIC 92352620,n,RRM,3.95019,4e-06,4e-06,0.0,,,0.055,0.001,0.001,88.7,0.7,0.7,0.5,0.13,0.13,1.58,0.13,0.13,0.1094,0.0008,0.0008,8.44,0.84,0.84,0.17,0.09,0.08,4.488,0.0216,0.0168,1.67,0.64,0.64,4.2,0.5,0.5,1.48,0.12,0.12,0.26,,,4.27,0.07,0.07,2.7,0.6,0.6
WASP-099,6150,100,100,y,-1.0,16.0,18.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,1.0,18.0,16.0,0,,TIC 166836920,y,RM,5.75251,4e-05,4e-05,0.0,,,0.0717,0.0016,0.0016,88.8,1.1,1.1,2.43,0.37,0.37,1.02,0.06,0.06,0.0678,0.0003,0.0003,8.77,0.47,0.47,0.1,0.085,0.065,5.256,0.072,0.072,1.21,0.28,0.28,6.8,0.5,0.5,1.64,0.09,0.09,0.21,,,4.3,0.1,0.1,3.0,0.6,0.5
WASP-100,6940,120,120,y,79.0,19.0,10.0,-999.0,-999.0,-999.0,Addison_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A,79.0,19.0,10.0,0,NG,TIC 38846515,y,RM,2.84938,8e-06,8e-06,0.0,,,0.04574,0.00093,0.001,82.6,2.15,2.15,1.26,0.45,0.45,1.33,0.14,0.14,0.08014,0.0004,0.00035,4.93,0.75,0.75,0.59,0.09,0.09,3.753,0.063,0.075,0.77,0.42,0.42,12.8,0.8,0.8,1.57,0.16,0.16,-0.03,,,4.35,0.17,0.17,1.57,0.3,0.2
WASP-101,6440,56,87,y,34.0,3.0,3.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,34.0,3.0,3.0,0,,TIC 47911178,y,RM,3.58572,4e-06,4e-06,0.0,,,0.05057,0.00085,0.0009,85.0,0.2,0.2,0.51,0.08,0.08,1.43,0.09,0.09,0.1089,0.0009,0.0007,8.45,0.3,0.3,0.745,0.011,0.011,2.7072065,0.0136354,0.0136354,1.41,0.3,0.3,12.4,0.5,0.5,1.31,0.08,0.08,0.2,,,4.31,0.08,0.08,1.14,0.7,0.65
WASP-103,6110,160,160,y,2.0,35.0,36.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,2.0,35.0,36.0,0,,TIC 276754403,y,RM,0.925542,1.9e-05,1.9e-05,0.0,,,0.01985,0.00021,0.00021,86.3,2.7,2.7,1.49,0.088,0.088,1.528,0.073,0.047,0.1093,0.0019,0.0017,2.978,0.05,0.096,0.19,0.13,0.13,2.593,0.024,0.024,1.22,0.039,0.036,10.6,0.9,0.9,1.436,0.052,0.031,0.06,0.13,0.13,4.22,0.12,0.05,4.0,1.0,1.0
WASP-103,6110,160,160,n,3.0,33.0,33.0,-999.0,-999.0,-999.0,Addison_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,3.0,33.0,33.0,0,,TIC 276754403,n,RM,0.925542,1.9e-05,1.9e-05,0.0,,,0.01985,0.00021,0.00021,86.3,2.7,2.7,1.49,0.088,0.088,1.528,0.073,0.047,0.1093,0.0019,0.0017,2.978,0.05,0.096,0.19,0.13,0.13,2.593,0.024,0.024,1.22,0.039,0.036,10.6,0.9,0.9,1.436,0.052,0.031,0.06,0.13,0.13,4.22,0.12,0.05,4.0,1.0,1.0
WASP-105,5070,130,130,y,-14.0,28.0,24.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,14.0,24.0,28.0,0,,TIC 158623531,y,RM,7.87288,1e-05,1e-05,0.0,,,0.075,0.003,0.003,89.7,0.2,0.2,1.8,0.1,0.1,0.96,0.03,0.03,0.10954,0.00046,0.00046,17.9,0.2,0.2,0.1,0.08,0.08,3.72,0.0144,0.0144,0.89,0.09,0.09,1.7,1.9,1.9,0.9,0.03,0.03,0.28,0.16,0.16,4.2,0.2,0.2,,,
WASP-106,6265,36,36,n,-1.0,11.0,11.0,-999.0,-999.0,-999.0,Harre_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023AJ....166..159H,1.0,11.0,11.0,0,,TIC 53189332,n,RM,9.28969,1e-05,1e-05,0.023,0.027,0.016,0.0901,0.0026,0.0027,88.3,0.59,0.36,1.93,0.15,0.15,1.08,0.016,0.017,0.07559,0.00072,0.00087,14.2,0.11,0.43,0.387,0.074,0.136,5.334,0.04,0.038,1.175,0.082,0.074,7.0,1.1,1.0,1.47,0.016,0.017,-0.02,0.1,0.1,4.49,0.16,0.16,2.5,0.6,0.6
WASP-106,6265,36,36,n,6.0,17.0,18.0,26.0,12.0,17.0,Wright_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023AJ....166..217W,6.0,17.0,18.0,0,,TIC 53189332,n,RM,9.28969,1e-05,1e-05,0.023,0.027,0.016,0.0901,0.0026,0.0027,88.3,0.59,0.36,1.93,0.15,0.15,1.08,0.016,0.017,0.07559,0.00072,0.00087,14.2,0.11,0.43,0.387,0.074,0.136,5.334,0.04,0.038,1.175,0.082,0.074,7.0,1.1,1.0,1.47,0.016,0.017,-0.02,0.1,0.1,4.49,0.16,0.16,2.5,0.6,0.6
WASP-106,6265,36,36,n,-3.0,9.0,10.0,-999.0,-999.0,-999.0,Prinoth_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,3.0,10.0,9.0,0,,TIC 53189332,n,DT,9.28969,1e-05,1e-05,0.023,0.027,0.016,0.0901,0.0026,0.0027,88.3,0.59,0.36,1.93,0.15,0.15,1.08,0.016,0.017,0.07559,0.00072,0.00087,14.2,0.11,0.43,0.387,0.074,0.136,5.334,0.04,0.038,1.175,0.082,0.074,7.0,1.1,1.0,1.47,0.016,0.017,-0.02,0.1,0.1,4.49,0.16,0.16,2.5,0.6,0.6
WASP-106,6265,36,36,y,1.0,12.0,12.0,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,1.0,12.0,12.0,0,,TIC 53189332,y,RM,9.28969,1e-05,1e-05,0.023,0.027,0.016,0.0901,0.0026,0.0027,88.3,0.59,0.36,1.93,0.15,0.15,1.08,0.016,0.017,0.07559,0.00072,0.00087,14.2,0.11,0.43,0.387,0.074,0.136,5.334,0.04,0.038,1.175,0.082,0.074,7.0,1.1,1.0,1.47,0.016,0.017,-0.02,0.1,0.1,4.49,0.16,0.16,2.5,0.6,0.6
WASP-107,4425,70,70,n,-999.0,-999.0,-999.0,90.0,50.0,50.0,Dai_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....153..205D,999.0,-999.0,-999.0,0,,TIC 429302040,n,SC,5.7214876,1e-07,1e-07,0.09,0.02,0.02,0.055,0.001,0.001,89.55,0.25,0.18,0.096,0.005,0.005,0.94,0.02,0.02,0.1437,0.0003,0.0003,16.5,0.04,0.04,0.139,0.024,0.024,2.73864,0.001944,0.001944,0.683,0.017,0.016,0.507,0.072,0.086,0.657,0.016,0.016,0.02,0.09,0.09,4.633,0.012,0.012,3.4,0.7,0.7
WASP-107,4425,70,70,n,118.0,38.0,19.0,-999.0,-999.0,-999.0,Rubenzahl_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....161..119R,118.0,38.0,19.0,0,,TIC 429302040,y,RM,5.7214876,1e-07,1e-07,0.09,0.02,0.02,0.055,0.001,0.001,89.55,0.25,0.18,0.096,0.005,0.005,0.94,0.02,0.02,0.1437,0.0003,0.0003,16.5,0.04,0.04,0.139,0.024,0.024,2.73864,0.001944,0.001944,0.683,0.017,0.016,0.507,0.072,0.086,0.657,0.016,0.016,0.02,0.09,0.09,4.633,0.012,0.012,3.4,0.7,0.7
WASP-107,4425,70,70,y,-158.0,15.0,19.0,103.5,1.79,1.8,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,158.0,19.0,15.0,0,,TIC 429302040,n,RMR,5.7214876,1e-07,1e-07,0.09,0.02,0.02,0.055,0.001,0.001,89.55,0.25,0.18,0.096,0.005,0.005,0.94,0.02,0.02,0.1437,0.0003,0.0003,16.5,0.04,0.04,0.139,0.024,0.024,2.73864,0.001944,0.001944,0.683,0.017,0.016,0.507,0.072,0.086,0.657,0.016,0.016,0.02,0.09,0.09,4.633,0.012,0.012,3.4,0.7,0.7
WASP-109,6520,140,140,y,99.0,10.0,9.0,-999.0,-999.0,-999.0,Addison_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A,99.0,10.0,9.0,0,,TIC 335255072,y,RM,3.3190233,4.2e-06,4.2e-06,0.0,,,0.0463,,,84.28,,,0.91,0.13,0.13,1.443,0.053,0.053,,,,,,,,,,,,,1.203,,,,,,1.346,,,-0.22,,,,,,,,
WASP-111,6400,150,150,y,-5.0,16.0,16.0,-999.0,-999.0,-999.0,Anderson_et_al._(2014),https://ui.adsabs.harvard.edu/abs/arXiv:1410.3449,5.0,16.0,16.0,0,G,TIC 25375553,y,RM,2.310965,3.4e-06,3.4e-06,0.0,,,0.03914,,,81.61,,,1.85,0.16,0.16,1.442,0.094,0.094,,,,,,,,,,,,,1.336,,,,,,1.954,,,0.08,,,,,,,,
WASP-117,6040,90,90,y,-46.9,5.5,4.8,-999.0,-999.0,-999.0,Carone_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021A%26A...646A.168C,46.9,4.8,5.5,0,,TIC 166739520,y,RM,10.02165,0.00055,0.00055,0.3,0.02,0.02,0.09459,0.00084,0.00079,89.14,0.3,0.3,0.3,0.05,0.05,1.06,0.07,0.07,0.0865,0.0006,0.0007,17.43,0.98,0.98,0.435,0.041,0.052,5.94,0.0792,0.0696,1.29,0.3,0.3,1.67,0.31,0.24,1.22,0.06,0.06,-0.11,,,4.28,0.16,0.16,4.6,2.0,2.0
WASP-117,6040,90,90,n,44.0,11.0,11.0,69.5,3.6,3.1,Lendl_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..81L,44.0,11.0,11.0,0,,TIC 166739520,n,RM,10.02165,0.00055,0.00055,0.3,0.02,0.02,0.09459,0.00084,0.00079,89.14,0.3,0.3,0.3,0.05,0.05,1.06,0.07,0.07,0.0865,0.0006,0.0007,17.43,0.98,0.98,0.435,0.041,0.052,5.94,0.0792,0.0696,1.29,0.3,0.3,1.67,0.31,0.24,1.22,0.06,0.06,-0.11,,,4.28,0.16,0.16,4.6,2.0,2.0
WASP-120,6450,120,120,y,-2.0,4.0,4.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,2.0,4.0,4.0,0,,TIC 152476657,y,RM,3.61126721,7.8e-07,7.8e-07,0.057,0.022,0.018,0.0514,0.0007,0.0007,84.54,0.35,0.35,4.85,0.21,0.21,1.39,0.08,0.08,0.0751,0.0005,0.0005,6.8,0.2,0.2,0.65,0.05,0.05,3.5377447,0.0288534,0.0288534,1.393,0.057,0.057,15.1,1.2,1.2,1.68443,0.07301,0.07301,-0.05,0.07,0.07,4.035,0.049,0.049,0.7,,
WASP-121,6626,66,66,n,-257.8,5.5,5.3,-999.0,-999.0,-999.0,Delrez_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D,102.2,5.5,5.3,0,,TIC 22529346,n,RM,1.27492504,1.5e-07,1.5e-07,0.0,,,0.02571,0.0001,0.0001,88.49,0.16,0.16,1.17,0.043,0.043,1.742,0.006,0.006,0.122551,6.3e-05,6.3e-05,3.7844,0.0069,0.0069,0.1,0.01,0.01,2.9053,0.0065,0.0059,1.33,0.019,0.019,13.5,0.7,0.7,1.461,0.005,0.005,0.17,0.05,0.05,4.251,0.003,0.003,1.11,0.14,0.14
WASP-121,6626,66,66,y,87.2,0.41,0.45,88.1,0.25,0.25,Bourrier_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...635A.205B,87.2,0.41,0.45,0,,TIC 22529346,y,RM,1.27492504,1.5e-07,1.5e-07,0.0,,,0.02571,0.0001,0.0001,88.49,0.16,0.16,1.17,0.043,0.043,1.742,0.006,0.006,0.122551,6.3e-05,6.3e-05,3.7844,0.0069,0.0069,0.1,0.01,0.01,2.9053,0.0065,0.0059,1.33,0.019,0.019,13.5,0.7,0.7,1.461,0.005,0.005,0.17,0.05,0.05,4.251,0.003,0.003,1.11,0.14,0.14
WASP-121,6626,66,66,n,-87.08,0.29,0.27,-999.0,-999.0,-999.0,Borsa_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021A%26A...645A..24B,87.08,0.27,0.29,0,,TIC 22529346,n,RM,1.27492504,1.5e-07,1.5e-07,0.0,,,0.02571,0.0001,0.0001,88.49,0.16,0.16,1.17,0.043,0.043,1.742,0.006,0.006,0.122551,6.3e-05,6.3e-05,3.7844,0.0069,0.0069,0.1,0.01,0.01,2.9053,0.0065,0.0059,1.33,0.019,0.019,13.5,0.7,0.7,1.461,0.005,0.005,0.17,0.05,0.05,4.251,0.003,0.003,1.11,0.14,0.14
WASP-122,5720,130,130,y,0.09,0.88,0.9,-999.0,-999.0,-999.0,Stangret_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...691A.120S,0.09,0.88,0.9,0,S,TIC 134537478,y,RM,1.7100566,3.2e-06,2.6e-06,0.0,,,0.03005,0.00031,0.00031,78.3,0.3,0.3,1.284,0.032,0.032,1.743,0.047,0.047,0.1177,0.0012,0.0012,4.248,0.072,0.072,0.8622,0.0071,0.0071,2.18808,0.01968,0.01968,1.239,0.039,0.039,3.3,0.8,0.8,1.52,0.03,0.03,0.32,0.09,0.09,4.166,0.016,0.016,5.11,0.8,0.8
WASP-127,5750,100,100,y,-128.4,5.6,5.5,-999.0,-999.0,-999.0,Allart_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...644A.155A,128.4,5.5,5.6,0,FNG,TIC 169226822,n,RRM,4.17806203,8.8e-07,5.3e-07,0.0,,,0.0484,0.00136,0.00095,87.84,0.36,0.33,0.1647,0.0214,0.0172,1.311,0.025,0.029,0.10103,0.00026,0.00047,7.81,0.11,0.09,0.29,0.04,0.04,4.35288,0.0084,0.01392,0.95,0.02,0.02,0.3,0.2,0.2,1.333,0.027,0.027,-0.193,0.014,0.014,4.18,0.01,0.01,11.41,1.8,1.8
WASP-127,5750,100,100,n,-150.6,8.1,8.7,-999.0,-999.0,-999.0,Cristo_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...660A..52C,150.6,8.7,8.1,0,FNG,TIC 169226822,y,RM,4.17806203,8.8e-07,5.3e-07,0.0,,,0.0484,0.00136,0.00095,87.84,0.36,0.33,0.1647,0.0214,0.0172,1.311,0.025,0.029,0.10103,0.00026,0.00047,7.81,0.11,0.09,0.29,0.04,0.04,4.35288,0.0084,0.01392,0.95,0.02,0.02,0.3,0.2,0.2,1.333,0.027,0.027,-0.193,0.014,0.014,4.18,0.01,0.01,11.41,1.8,1.8
WASP-129,5900,100,100,y,9.0,6.0,6.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,9.0,6.0,6.0,0,NG,TIC 61538902,y,RM,5.748145,4e-06,4e-06,0.096,,,0.0628,0.0007,0.0007,87.7,0.2,0.2,1.0,0.1,0.1,0.93,0.03,0.03,0.1068,0.0005,0.0005,15.152,0.401,0.38,0.62,0.02,0.02,2.6856,0.0192,0.0192,1.0,0.03,0.03,2.7,0.6,0.6,0.9,0.02,0.02,0.15,0.09,0.09,4.53,0.02,0.02,1.0,0.9,0.9
WASP-130,5600,100,100,n,-1.0,2.0,2.0,-999.0,-999.0,-999.0,Prinoth_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,1.0,2.0,2.0,0,SF,TIC 243200602,n,RM,11.55098,1e-05,1e-05,0.0,,,0.1012,0.0014,0.0014,88.66,0.12,0.12,1.23,0.04,0.04,0.89,0.03,0.03,0.0961,0.0005,0.0005,22.66,0.03,0.03,0.53,0.03,0.03,3.72,0.024,0.024,1.04,0.04,0.04,0.5,0.5,0.5,0.96,0.03,0.03,0.26,0.1,0.1,4.49,0.02,0.02,2.0,,
WASP-130,5600,100,100,y,-5.8,2.1,2.2,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,5.8,2.2,2.1,0,SF,TIC 243200602,y,RM,11.55098,1e-05,1e-05,0.0,,,0.1012,0.0014,0.0014,88.66,0.12,0.12,1.23,0.04,0.04,0.89,0.03,0.03,0.0961,0.0005,0.0005,22.66,0.03,0.03,0.53,0.03,0.03,3.72,0.024,0.024,1.04,0.04,0.04,0.5,0.5,0.5,0.96,0.03,0.03,0.26,0.1,0.1,4.49,0.02,0.02,2.0,,
WASP-131,5990,50,50,n,161.0,5.0,5.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,161.0,5.0,5.0,0,S,TIC 271168962,y,RM,5.3220125,1e-06,1e-06,0.0,,,0.0608,0.0013,0.0013,84.96,0.17,0.17,0.273,0.019,0.019,1.226,0.037,0.037,0.0815,0.0007,0.0007,8.37,0.15,0.15,0.735,0.011,0.011,3.845,0.02,0.02,1.06,0.068,0.068,2.8,0.9,0.8,1.561,0.043,0.043,-0.2,0.07,0.07,4.075,0.018,0.018,7.0,1.0,1.0
WASP-131,5990,50,50,y,162.4,1.3,1.2,123.7,12.8,8.0,Doyle_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.4499D,162.4,1.3,1.2,0,S,TIC 271168962,n,RRM,5.3220125,1e-06,1e-06,0.0,,,0.0608,0.0013,0.0013,84.96,0.17,0.17,0.273,0.019,0.019,1.226,0.037,0.037,0.0815,0.0007,0.0007,8.37,0.15,0.15,0.735,0.011,0.011,3.845,0.02,0.02,1.06,0.068,0.068,2.8,0.9,0.8,1.561,0.043,0.043,-0.2,0.07,0.07,4.075,0.018,0.018,7.0,1.0,1.0
WASP-134,5700,100,100,y,-43.7,9.9,9.9,-999.0,-999.0,-999.0,Anderson_et_al._(2018),https://ui.adsabs.harvard.edu/abs/arXiv:1812.09264,43.7,9.9,9.9,1,,TIC 388909695,y,RM,10.1467583,8e-06,8e-06,0.1447,,,0.0956,,,89.13,,,1.412,0.075,0.075,0.988,0.057,0.057,,,,,,,,,,,,,1.131,,,,,,1.16,,,0.4,,,,,,,,
WASP-136,6250,100,100,y,-38.0,16.0,18.0,60.0,8.0,8.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,38.0,18.0,16.0,0,G,TIC 176220787,y,RM,5.21536178778,2.68524e-06,2.68524e-06,0.0,,,0.0661,0.0012,0.0012,87.7,1.2,1.2,1.51,0.08,0.08,1.5,0.15,0.15,0.068,0.0005,0.0005,7.4,0.3,0.3,0.3,0.16,0.16,5.5895721,0.0370923,0.0370923,1.41,0.07,0.07,12.2,0.5,0.5,2.39014,0.115251,0.115251,-0.18,0.1,0.1,3.9,0.06,0.06,3.62,0.7,0.7
WASP-139,5233,60,60,y,-85.6,7.7,4.2,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..185E,85.6,4.2,7.7,0,NG,TIC 159951311,y,RM,5.924262,4e-06,4e-06,0.0,,,0.062,0.002,0.002,88.9,0.5,0.5,0.117,0.017,0.017,0.8,0.05,0.05,0.1034,0.0015,0.0015,17.19,0.14,0.14,0.33,0.14,0.14,2.832,0.024,0.024,0.92,0.1,0.1,4.2,1.1,1.1,0.8,0.04,0.04,0.2,0.09,0.09,4.59,0.06,0.06,0.5,,
WASP-140,5300,100,100,y,-1.0,3.0,3.0,30.0,18.0,15.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,1.0,3.0,3.0,0,FNG,TIC 178284730,y,RM,2.23598448,2.5e-07,2.5e-07,0.047,0.0035,0.0035,0.0323,0.0005,0.0005,84.3,0.06,0.06,2.44,0.07,0.07,1.27,0.06,0.06,0.1464,0.001,0.001,8.58,0.06,0.06,0.851,0.011,0.011,1.5254332,0.0064515,0.0064515,0.9,0.04,0.04,3.1,0.8,0.8,0.87,0.04,0.04,0.12,0.1,0.1,4.51,0.04,0.04,0.5,,
WASP-148,5437,21,21,n,-8.2,8.7,9.7,-999.0,-999.0,-999.0,Wang_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...8W,8.2,9.7,8.7,0,,TIC 115524421,n,RM,8.803809,4.3e-05,4.3e-05,0.208,0.02,0.025,0.08215,0.00086,0.0015,89.3,0.24,0.24,0.287,0.022,0.016,0.756,0.013,0.017,0.08498,0.00064,0.0008,19.33,0.39,0.44,0.199,0.05,0.07,3.016,0.019,0.019,0.954,0.03,0.052,2.0,0.4,0.3,0.912,0.014,0.014,0.099,0.078,0.078,4.496,0.022,0.028,3.6,4.0,2.7
WASP-148,5437,21,21,y,-2.0,8.0,8.0,21.0,9.0,17.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,2.0,8.0,8.0,0,,TIC 115524421,y,RM,8.803809,4.3e-05,4.3e-05,0.208,0.02,0.025,0.08215,0.00086,0.0015,89.3,0.24,0.24,0.287,0.022,0.016,0.756,0.013,0.017,0.08498,0.00064,0.0008,19.33,0.39,0.44,0.199,0.05,0.07,3.016,0.019,0.019,0.954,0.03,0.052,2.0,0.4,0.3,0.912,0.014,0.014,0.099,0.078,0.078,4.496,0.022,0.028,3.6,4.0,2.7
WASP-156,4910,61,61,y,106.0,14.0,14.0,-999.0,-999.0,-999.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,106.0,14.0,14.0,0,,TIC 270380593,y,RMR,3.8361623,1.5e-06,1.5e-06,0.0,,,0.0458,0.0008,0.0009,88.902,0.033,0.028,0.13151751,0.00912442,0.00912442,0.53778558,0.01138722,0.01072337,0.06684067,0.00087484,0.00070783,12.748,0.025,0.027,0.227663,0.159518,0.15929,2.4044766,0.0191942,0.0171538,0.8712,0.025,0.0267,3.17,0.73,0.84,0.8268,0.0138,0.014,0.305,0.058,0.059,4.541,0.022,0.024,5.6,3.9,3.2
WASP-162,5300,100,100,y,1.0,31.0,32.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,1.0,31.0,32.0,0,,TIC 308098254,y,RM,9.62468,1e-05,1e-05,0.434,0.005,0.005,0.0871,0.0013,0.0013,89.3,0.5,0.5,5.2,0.2,0.2,1.0,0.05,0.05,0.0933,0.0016,0.0016,17.0,0.4,0.6,0.18,0.14,0.14,4.2576,0.036,0.036,0.95,0.04,0.04,1.0,0.8,0.8,1.11,0.05,0.05,0.28,0.13,0.13,4.33,0.03,0.03,12.97,2.35,2.35
